success,trial_type,trial_index,time_elapsed,internal_node_id,subject,rt,stimulus,response,load_time,raw_gaze,percent_in_roi,average_offset,validation_points,samples_per_sec,view_history,type,Congruency,letter,webgazer_data,webgazer_targets,correct
,html-keyboard-response,65,124060,0.0-22.0-0.0,H_a97w8r2xm921u6y,,"<div style = ""centre"" ><span style=""font-size: 96px;"">N</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],false
,html-keyboard-response,66,126182,0.0-22.0-0.1,H_a97w8r2xm921u6y,709.1650000074878,"<div style = ""centre"" ><span style=""font-size: 96px;"">N</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,67,128321,0.0-22.0-0.2,H_a97w8r2xm921u6y,,"<div style = ""centre"" ><span style=""font-size: 96px;"">C</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,68,130390,0.0-22.0-0.3,H_a97w8r2xm921u6y,,"<div style = ""centre"" ><span style=""font-size: 96px;"">V</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,69,132462,0.0-22.0-0.4,H_a97w8r2xm921u6y,447.96499994117767,"<div style = ""centre"" ><span style=""font-size: 96px;"">V</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,70,134520,0.0-22.0-0.5,H_a97w8r2xm921u6y,711.684999987483,"<div style = ""centre"" ><span style=""font-size: 96px;"">V</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,71,136621,0.0-22.0-0.6,H_a97w8r2xm921u6y,553.7749999202788,"<div style = ""centre"" ><span style=""font-size: 96px;"">V</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,72,138848,0.0-22.0-0.7,H_a97w8r2xm921u6y,,"<div style = ""centre"" ><span style=""font-size: 96px;"">B</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,73,140965,0.0-22.0-0.8,H_a97w8r2xm921u6y,,"<div style = ""centre"" ><span style=""font-size: 96px;"">N</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,74,143014,0.0-22.0-0.9,H_a97w8r2xm921u6y,,"<div style = ""centre"" ><span style=""font-size: 96px;"">C</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-button-response,75,145396,0.0-23.0,H_a97w8r2xm921u6y,1832.3899999959394,"<div style='width:800px;'><p>All done!</p><p>You correctly identified 4 of the 4 matching items.</p><p>You incorrectly identified 0 of the 5 non-matching items as matches.</p><strong>Let's move to the actual test.</strong><p style = 'color:rgb(255,150,100)'>Words might appear anywhere on the screen</p>",0,,,,,,,,,,,,,
,html-keyboard-response,76,146976,0.0-24.0-0.0,H_a97w8r2xm921u6y,,"<div style = ""margin-top:138px ; margin-left:842px"" ><span style=""font-size: 96px;"">N</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],false
,html-keyboard-response,77,149086,0.0-24.0-0.1,H_a97w8r2xm921u6y,,"<div style = ""margin-top:316px ; margin-left:921px"" ><span style=""font-size: 96px;"">C</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,78,151202,0.0-24.0-0.2,H_a97w8r2xm921u6y,,"<div style = ""margin-top:-223px ; margin-left:-66px"" ><span style=""font-size: 96px;"">B</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,79,153359,0.0-24.0-0.3,H_a97w8r2xm921u6y,,"<div style = ""margin-top:-270px ; margin-left:633px"" ><span style=""font-size: 96px;"">C</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,80,155424,0.0-24.0-0.4,H_a97w8r2xm921u6y,750.7400000467896,"<div style = ""margin-top:-220px ; margin-left:-130px"" ><span style=""font-size: 96px;"">C</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,81,157543,0.0-24.0-0.5,H_a97w8r2xm921u6y,,"<div style = ""margin-top:225px ; margin-left:464px"" ><span style=""font-size: 96px;"">Z</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,82,159650,0.0-24.0-0.6,H_a97w8r2xm921u6y,,"<div style = ""margin-top:50px ; margin-left:774px"" ><span style=""font-size: 96px;"">X</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,83,161775,0.0-24.0-0.7,H_a97w8r2xm921u6y,,"<div style = ""margin-top:-89px ; margin-left:-256px"" ><span style=""font-size: 96px;"">Z</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,84,163851,0.0-24.0-0.8,H_a97w8r2xm921u6y,921.0299999685958,"<div style = ""margin-top:-267px ; margin-left:966px"" ><span style=""font-size: 96px;"">Z</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,85,165945,0.0-24.0-0.9,H_a97w8r2xm921u6y,,"<div style = ""margin-top:-244px ; margin-left:-685px"" ><span style=""font-size: 96px;"">X</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,86,168124,0.0-24.0-0.10,H_a97w8r2xm921u6y,,"<div style = ""margin-top:-54px ; margin-left:389px"" ><span style=""font-size: 96px;"">N</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,87,170170,0.0-24.0-0.11,H_a97w8r2xm921u6y,,"<div style = ""margin-top:-64px ; margin-left:-969px"" ><span style=""font-size: 96px;"">C</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,88,172275,0.0-24.0-0.12,H_a97w8r2xm921u6y,829.6499999705702,"<div style = ""margin-top:229px ; margin-left:321px"" ><span style=""font-size: 96px;"">C</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,89,174396,0.0-24.0-0.13,H_a97w8r2xm921u6y,667.3249999294057,"<div style = ""margin-top:58px ; margin-left:187px"" ><span style=""font-size: 96px;"">C</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,90,176441,0.0-24.0-0.14,H_a97w8r2xm921u6y,812.3800000175834,"<div style = ""margin-top:257px ; margin-left:390px"" ><span style=""font-size: 96px;"">C</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,91,178506,0.0-24.0-0.15,H_a97w8r2xm921u6y,,"<div style = ""margin-top:173px ; margin-left:446px"" ><span style=""font-size: 96px;"">X</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,92,180611,0.0-24.0-0.16,H_a97w8r2xm921u6y,,"<div style = ""margin-top:115px ; margin-left:-696px"" ><span style=""font-size: 96px;"">X</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],false
,html-keyboard-response,93,182685,0.0-24.0-0.17,H_a97w8r2xm921u6y,1195.0300000607967,"<div style = ""margin-top:283px ; margin-left:365px"" ><span style=""font-size: 96px;"">X</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,94,184862,0.0-24.0-0.18,H_a97w8r2xm921u6y,,"<div style = ""margin-top:-65px ; margin-left:-793px"" ><span style=""font-size: 96px;"">N</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,95,186971,0.0-24.0-0.19,H_a97w8r2xm921u6y,682.8099999111146,"<div style = ""margin-top:319px ; margin-left:-692px"" ><span style=""font-size: 96px;"">N</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,96,189924,0.0-25.0,H_a97w8r2xm921u6y,2396.3300000177696,<div style='width:800px;'><p>All done!</p><p>You correctly identified 7 of the 8 matching items.</p><p>You incorrectly identified 0 of the 11 non-matching items as matches.</p><p>Please press any key to proceed, ,,,,,,,,,,,,,
,html-button-response,97,191381,0.0-26.0,H_a97w8r2xm921u6y,1455.6050000246614,"<div style=""width: 800px;""><p>Please continue to head towards the last task of the study </p></div>",0,,,,,,,,,,,,,
,html-button-response,98,192586,0.0-27.0,H_a97w8r2xm921u6y,1203.1799999531358,"<div style=""width: 800px; padding: 50px; border-radius: 10px ;background-color: #cfffc1""><p style=""font-size:20px"">Welcome to the Task 3:</p><h1>Trail-Making Task</h1>",0,,,,,,,,,,,,,
,html-button-response,99,193844,0.0-28.0,H_a97w8r2xm921u6y,1256.87000004109,"<div style=""width: 800px;border: thin solid #65dc7f ; border-radius: 10px ;"">
    	<ul>
    	<li style=""text-align:left; padding:8px; font-size: 18px"">    On the next screen you will see bubbles with a character written in them.</li>
    	<li style=""text-align:left; padding:8px; font-size: 18px"">Click on the bubbles starting from 1.</li>
    	<li style=""text-align:left; padding:8px; font-size: 18px"">You need to make the trail pattern 1-A-2-B-3-C-4-D.......</li>

    	</ul></div>",0,,,,,,,,,,,,,
,serial-reaction-time-mouse,100,200349,0.0-29.0-0.0,H_a97w8r2xm921u6y,6495.989999966696,,"5,15",,,,,,,,,,,,,true
,serial-reaction-time-mouse,101,201173,0.0-29.0-0.1,H_a97w8r2xm921u6y,816.8600000208244,,"6,13",,,,,,,,,,,,,true
,serial-reaction-time-mouse,102,202139,0.0-29.0-0.2,H_a97w8r2xm921u6y,958.8850000873208,,"7,14",,,,,,,,,,,,,true
,serial-reaction-time-mouse,103,203903,0.0-29.0-0.3,H_a97w8r2xm921u6y,1758.7400000775233,,"3,19",,,,,,,,,,,,,true
,serial-reaction-time-mouse,104,205499,0.0-29.0-0.4,H_a97w8r2xm921u6y,1588.5500001022592,,"8,10",,,,,,,,,,,,,true
,serial-reaction-time-mouse,105,206756,0.0-29.0-0.5,H_a97w8r2xm921u6y,1247.1450000302866,,"1,5",,,,,,,,,,,,,true
,serial-reaction-time-mouse,106,211458,0.0-29.0-0.6,H_a97w8r2xm921u6y,4694.92000003811,,"9,1",,,,,,,,,,,,,true
,serial-reaction-time-mouse,107,217946,0.0-29.0-0.7,H_a97w8r2xm921u6y,6480.059999972582,,"0,10",,,,,,,,,,,,,true
,serial-reaction-time-mouse,108,219541,0.0-29.0-0.8,H_a97w8r2xm921u6y,1587.1049999259412,,"5,11",,,,,,,,,,,,,true
,serial-reaction-time-mouse,109,220236,0.0-29.0-0.9,H_a97w8r2xm921u6y,687.195000005886,,"5,13",,,,,,,,,,,,,true
,serial-reaction-time-mouse,110,221005,0.0-29.0-0.10,H_a97w8r2xm921u6y,763.5200000368059,,"6,14",,,,,,,,,,,,,true
,serial-reaction-time-mouse,111,223593,0.0-29.0-0.11,H_a97w8r2xm921u6y,2580.0900000613183,,"4,6",,,,,,,,,,,,,true
,serial-reaction-time-mouse,112,224690,0.0-29.0-0.12,H_a97w8r2xm921u6y,1091.0350000485778,,"2,3",,,,,,,,,,,,,true
,serial-reaction-time-mouse,113,227762,0.0-29.0-0.13,H_a97w8r2xm921u6y,3065.1249999646097,,"0,19",,,,,,,,,,,,,true
,serial-reaction-time-mouse,114,229296,0.0-29.0-0.14,H_a97w8r2xm921u6y,1528.334999922663,,"3,5",,,,,,,,,,,,,true
,serial-reaction-time-mouse,115,230839,0.0-29.0-0.15,H_a97w8r2xm921u6y,1535.31499998644,,"4,20",,,,,,,,,,,,,true
,serial-reaction-time-mouse,116,269150,0.0-29.0-0.16,H_a97w8r2xm921u6y,38305.09499995969,,"3,8",,,,,,,,,,,,,true
,serial-reaction-time-mouse,117,271718,0.0-29.0-0.17,H_a97w8r2xm921u6y,2560.9999999869615,,"2,16",,,,,,,,,,,,,true
,serial-reaction-time-mouse,118,272321,0.0-29.0-0.18,H_a97w8r2xm921u6y,596.529999980703,,"4,16",,,,,,,,,,,,,true
,serial-reaction-time-mouse,119,273556,0.0-29.0-0.19,H_a97w8r2xm921u6y,1229.2499999748543,,"6,2",,,,,,,,,,,,,true
,serial-reaction-time-mouse,120,274643,0.0-29.0-0.20,H_a97w8r2xm921u6y,1075.139999971725,,"1,20",,,,,,,,,,,,,true
,serial-reaction-time-mouse,121,276682,0.0-29.0-0.21,H_a97w8r2xm921u6y,2032.23499993328,,"9,11",,,,,,,,,,,,,true
,serial-reaction-time-mouse,122,278741,0.0-29.0-0.22,H_a97w8r2xm921u6y,2051.9699999131262,,"0,3",,,,,,,,,,,,,true
,serial-reaction-time-mouse,123,281167,0.0-29.0-0.23,H_a97w8r2xm921u6y,2417.7500000223517,,"7,19",,,,,,,,,,,,,true
,serial-reaction-time-mouse,124,282428,0.0-29.0-0.24,H_a97w8r2xm921u6y,1255.4000000236556,,"1,14",,,,,,,,,,,,,true
,serial-reaction-time-mouse,125,283879,0.0-29.0-0.25,H_a97w8r2xm921u6y,1444.7399999480695,,"8,8",,,,,,,,,,,,,true
,serial-reaction-time-mouse,126,284902,0.0-29.0-0.26,H_a97w8r2xm921u6y,1015.1550000300631,,"7,2",,,,,,,,,,,,,true
,serial-reaction-time-mouse,127,285994,0.0-29.0-0.27,H_a97w8r2xm921u6y,1083.5700000170618,,"9,18",,,,,,,,,,,,,true
,serial-reaction-time-mouse,128,286681,0.0-29.0-0.28,H_a97w8r2xm921u6y,680.0949999596924,,"8,20",,,,,,,,,,,,,true
,serial-reaction-time-mouse,129,287784,0.0-29.0-0.29,H_a97w8r2xm921u6y,1098.3899999409914,,"2,12",,,,,,,,,,,,,true
,html-keyboard-response,130,289329,0.0-30.0,H_a97w8r2xm921u6y,1542.394999996759,Thank you. Press any key to end the experiment., ,,,,,,,,,,,,,
